Invested In,Sector,Market Value Latest Price,"Value as of <br> 31 Dec, 2023",% of Total Holding,Quantity,Month Change <br> in Shares,Month Change <br> in Shares %,History ,fundname
Tata Motors Ltd Class A,Consumer Cyclical,332540247.9,321011527,1.07,618162,,,/mutual-fund/holding-history/7993/1363/,Sundaram Small Cap Dir Gr
Navin Fluorine International Ltd,Basic Materials,259928392.35,299459144,1.0,77717,,,/mutual-fund/holding-history/7993/914/,Sundaram Small Cap Dir Gr
Sobha Ltd,Real Estate,417380070.5,297789827,0.99,302110,,,/mutual-fund/holding-history/7993/1261/,Sundaram Small Cap Dir Gr
Gillette India Ltd,Consumer Defensive,296942968.0,295872710,0.98,45640,,,/mutual-fund/holding-history/7993/456/,Sundaram Small Cap Dir Gr
Central Depository Services (India) Ltd,Financial Services,284899528.4,293622585,0.98,160942,,,/mutual-fund/holding-history/7993/53219/,Sundaram Small Cap Dir Gr
Kovai Medical Center & Hospital Ltd,Healthcare,304661773.9,292886949,0.97,94501,,,/mutual-fund/holding-history/7993/762/,Sundaram Small Cap Dir Gr
KPIT Technologies Ltd,Technology,273153541.0,292142773,0.97,192980,-114932.0,-37.33,/mutual-fund/holding-history/7993/141324/,Sundaram Small Cap Dir Gr
Tube Investments of India Ltd Ordinary Shares,Industrials,328826282.4,292030292,0.97,82456,,,/mutual-fund/holding-history/7993/67548/,Sundaram Small Cap Dir Gr
Balrampur Chini Mills Ltd,Consumer Defensive,275226888.75,291339462,0.97,709805,,,/mutual-fund/holding-history/7993/157/,Sundaram Small Cap Dir Gr
Amrutanjan Health Care Ltd,Healthcare,284399579.1,290456304,0.97,484538,,,/mutual-fund/holding-history/7993/74/,Sundaram Small Cap Dir Gr
TD Power Systems Ltd,Industrials,298354633.8,285877386,0.95,1099317,,,/mutual-fund/holding-history/7993/1373/,Sundaram Small Cap Dir Gr
UTI Asset Management Co Ltd,Financial Services,267794451.2,270226678,0.9,311824,,,/mutual-fund/holding-history/7993/305194/,Sundaram Small Cap Dir Gr
Angel One Ltd Ordinary Shares,Financial Services,216671246.4,258697102,0.86,74172,,,/mutual-fund/holding-history/7993/300864/,Sundaram Small Cap Dir Gr
LTIMindtree Ltd,Technology,225066358.65,257847447,0.86,40961,-19551.0,-32.31,/mutual-fund/holding-history/7993/4596/,Sundaram Small Cap Dir Gr
Aster DM Healthcare Ltd Ordinary Shares,Healthcare,262513998.2,249833341,0.83,609647,,,/mutual-fund/holding-history/7993/77534/,Sundaram Small Cap Dir Gr
SJS Enterprises Ltd,Consumer Cyclical,230029993.8,248937671,0.83,402291,,,/mutual-fund/holding-history/7993/710818/,Sundaram Small Cap Dir Gr
CSB Bank Ltd Ordinary Shares,Financial Services,221850083.0,248202932,0.83,592865,-269704.0,-31.27,/mutual-fund/holding-history/7993/174482/,Sundaram Small Cap Dir Gr
PNC Infratech Ltd,Industrials,286574120.4,242807316,0.81,690873,,,/mutual-fund/holding-history/7993/1717/,Sundaram Small Cap Dir Gr
Mold-tek Packaging Ltd,Consumer Cyclical,216068526.3,234161426,0.78,255189,,,/mutual-fund/holding-history/7993/1577/,Sundaram Small Cap Dir Gr
Dixon Technologies (India) Ltd,Technology,196714638.1,219710322,0.73,33458,,,/mutual-fund/holding-history/7993/60393/,Sundaram Small Cap Dir Gr
Computer Age Management Services Ltd Ordinary Shares,Technology,221591899.2,213864575,0.71,80661,,,/mutual-fund/holding-history/7993/297909/,Sundaram Small Cap Dir Gr
Sona BLW Precision Forgings Ltd,Consumer Cyclical,192169843.4,211570660,0.7,328271,,,/mutual-fund/holding-history/7993/547977/,Sundaram Small Cap Dir Gr
NIIT Learning Systems Ltd,Consumer Defensive,200453418.45,206532763,0.69,471267,68836.0,17.11,/mutual-fund/holding-history/7993/1603230/,Sundaram Small Cap Dir Gr
Orient Electric Ltd Ordinary Shares,Consumer Cyclical,185595800.0,200623800,0.67,884000,,,/mutual-fund/holding-history/7993/94299/,Sundaram Small Cap Dir Gr
JK Cement Ltd,Basic Materials,220266402.3,200224166,0.67,52854,-12942.0,-19.67,/mutual-fund/holding-history/7993/683/,Sundaram Small Cap Dir Gr
DOMS Industries Ltd,Industrials,229123700.0,197626400,0.66,158000,158000.0,New,/mutual-fund/holding-history/7993/1819409/,Sundaram Small Cap Dir Gr
Triveni Turbine Ltd,Industrials,169229241.0,186051277,0.62,438645,-44227.0,-9.16,/mutual-fund/holding-history/7993/1418/,Sundaram Small Cap Dir Gr
Vedant Fashions Ltd,Consumer Cyclical,150636319.65,169762935,0.56,133893,-50001.0,-27.19,/mutual-fund/holding-history/7993/816269/,Sundaram Small Cap Dir Gr
Force Motors Ltd,Consumer Cyclical,163961850.0,168427194,0.56,46514,,,/mutual-fund/holding-history/7993/2028/,Sundaram Small Cap Dir Gr
Arman Financial Services Ltd,Financial Services,159834487.2,166582667,0.55,68336,68336.0,New,/mutual-fund/holding-history/7993/3489/,Sundaram Small Cap Dir Gr
Prudent Corporate Advisory Services Ltd,Financial Services,159668119.2,153235025,0.51,127388,,,/mutual-fund/holding-history/7993/888523/,Sundaram Small Cap Dir Gr
Butterfly Gandhimathi Appliances Ltd,Consumer Cyclical,145316538.25,149514651,0.5,143771,,,/mutual-fund/holding-history/7993/227/,Sundaram Small Cap Dir Gr
INOX India Ltd,Industrials,142941295.2,147797548,0.49,167457,167457.0,New,/mutual-fund/holding-history/7993/1830843/,Sundaram Small Cap Dir Gr
MM Forgings Ltd,Industrials,131733883.55,138489100,0.46,143119,,,/mutual-fund/holding-history/7993/868/,Sundaram Small Cap Dir Gr
TCI Express Ltd,Industrials,130192526.25,134766792,0.45,98055,,,/mutual-fund/holding-history/7993/52914/,Sundaram Small Cap Dir Gr
Cera Sanitaryware Ltd,Industrials,118136245.5,113236539,0.38,14430,,,/mutual-fund/holding-history/7993/254/,Sundaram Small Cap Dir Gr
Persistent Systems Ltd,Technology,115811082.5,102136287,0.34,13822,13650.0,7936.05,/mutual-fund/holding-history/7993/1023/,Sundaram Small Cap Dir Gr
Go Fashion (India) Ltd,Consumer Cyclical,81879008.25,91830970,0.31,73365,-10338.0,-12.35,/mutual-fund/holding-history/7993/728986/,Sundaram Small Cap Dir Gr
CE Info Systems Ltd,Technology,74444902.65,71686456,0.24,36853,-14532.0,-28.28,/mutual-fund/holding-history/7993/750563/,Sundaram Small Cap Dir Gr
Cyient Ltd,Industrials,403930000.0,458630000,3.58,200000,,,/mutual-fund/holding-history/1739569/301/,Baroda BNP Paribas Small Cap Dir Gr
ICICI Securities Ltd,Financial Services,426882500.0,394900000,3.08,550000,,,/mutual-fund/holding-history/1739569/81109/,Baroda BNP Paribas Small Cap Dir Gr
NLC India Ltd,Utilities,359700000.0,380175000,2.97,1500000,,,/mutual-fund/holding-history/1739569/935/,Baroda BNP Paribas Small Cap Dir Gr
RBL Bank Ltd,Financial Services,331695000.0,363090000,2.83,1300000,,,/mutual-fund/holding-history/1739569/4685/,Baroda BNP Paribas Small Cap Dir Gr
PVR INOX Ltd,Communication Services,306337500.0,348401000,2.72,210000,60000.0,40,/mutual-fund/holding-history/1739569/1087/,Baroda BNP Paribas Small Cap Dir Gr
Exide Industries Ltd,Consumer Cyclical,310400000.0,317850000,2.48,1000000,,,/mutual-fund/holding-history/1739569/404/,Baroda BNP Paribas Small Cap Dir Gr
Hitachi Energy India Ltd Ordinary Shares,Technology,323922500.0,289539000,2.26,55000,,,/mutual-fund/holding-history/1739569/202203/,Baroda BNP Paribas Small Cap Dir Gr
BEML Ltd,Industrials,320090000.0,282920000,2.21,100000,,,/mutual-fund/holding-history/1739569/176/,Baroda BNP Paribas Small Cap Dir Gr
Mangalore Refinery and Petrochemicals Ltd,Energy,366240000.0,279615000,2.18,2100000,,,/mutual-fund/holding-history/1739569/885/,Baroda BNP Paribas Small Cap Dir Gr
Ajanta Pharma Ltd,Healthcare,284056500.0,270875000,2.11,130000,,,/mutual-fund/holding-history/1739569/49/,Baroda BNP Paribas Small Cap Dir Gr
KSB Ltd,Industrials,258922500.0,260006000,2.03,75000,,,/mutual-fund/holding-history/1739569/768/,Baroda BNP Paribas Small Cap Dir Gr
Birla Corp Ltd,Basic Materials,251154000.0,259371000,2.02,180000,,,/mutual-fund/holding-history/1739569/198/,Baroda BNP Paribas Small Cap Dir Gr
eClerx Services Ltd,Technology,260985000.0,259160000,2.02,100000,,,/mutual-fund/holding-history/1739569/356/,Baroda BNP Paribas Small Cap Dir Gr
KEC International Ltd,Industrials,270402050.0,258659000,2.02,439000,,,/mutual-fund/holding-history/1739569/727/,Baroda BNP Paribas Small Cap Dir Gr
Blue Dart Express Ltd,Industrials,231645750.0,257686000,2.01,35000,,,/mutual-fund/holding-history/1739569/208/,Baroda BNP Paribas Small Cap Dir Gr
IDFC Ltd,Financial Services,232000000.0,253300000,1.98,2000000,,,/mutual-fund/holding-history/1739569/590/,Baroda BNP Paribas Small Cap Dir Gr
Narayana Hrudayalaya Ltd,Healthcare,264957000.0,252410000,1.97,210000,10000.0,5,/mutual-fund/holding-history/1739569/1886/,Baroda BNP Paribas Small Cap Dir Gr
Lemon Tree Hotels Ltd,Consumer Cyclical,290850000.0,251685000,1.96,2100000,,,/mutual-fund/holding-history/1739569/81513/,Baroda BNP Paribas Small Cap Dir Gr
Sanofi India Ltd,Healthcare,250194000.0,242027000,1.89,30000,,,/mutual-fund/holding-history/1739569/1182/,Baroda BNP Paribas Small Cap Dir Gr
SJVN Ltd,Utilities,291125000.0,227375000,1.77,2500000,500000.0,25,/mutual-fund/holding-history/1739569/1250/,Baroda BNP Paribas Small Cap Dir Gr
KFin Technologies Ltd,Technology,243157500.0,217215000,1.7,450000,,,/mutual-fund/holding-history/1739569/1253626/,Baroda BNP Paribas Small Cap Dir Gr
Affle India Ltd,Communication Services,201242250.0,215507000,1.68,165000,55000.0,50,/mutual-fund/holding-history/1739569/154217/,Baroda BNP Paribas Small Cap Dir Gr
Zensar Technologies Ltd,Technology,201582500.0,213728000,1.67,350000,,,/mutual-fund/holding-history/1739569/1544/,Baroda BNP Paribas Small Cap Dir Gr
Mahanagar Gas Ltd,Utilities,240476250.0,210088000,1.64,175000,,,/mutual-fund/holding-history/1739569/4581/,Baroda BNP Paribas Small Cap Dir Gr
Westlife Foodworld Ltd,Consumer Cyclical,206987500.0,204213000,1.59,250000,41832.0,20.1,/mutual-fund/holding-history/1739569/2228/,Baroda BNP Paribas Small Cap Dir Gr
Karur Vysya Bank Ltd,Financial Services,216300000.0,202680000,1.58,1200000,,,/mutual-fund/holding-history/1739569/721/,Baroda BNP Paribas Small Cap Dir Gr
RHI Magnesita India Ltd,Industrials,180337500.0,201313000,1.57,250000,75000.0,42.86,/mutual-fund/holding-history/1739569/989/,Baroda BNP Paribas Small Cap Dir Gr
Craftsman Automation Ltd,Consumer Cyclical,170964000.0,194625000,1.52,36000,,,/mutual-fund/holding-history/1739569/445359/,Baroda BNP Paribas Small Cap Dir Gr
PNC Infratech Ltd,Industrials,228140000.0,193298000,1.51,550000,250000.0,83.33,/mutual-fund/holding-history/1739569/1717/,Baroda BNP Paribas Small Cap Dir Gr
Jammu & Kashmir Bank Ltd,Financial Services,199741500.0,188190000,1.47,1530000,430000.0,39.09,/mutual-fund/holding-history/1739569/653/,Baroda BNP Paribas Small Cap Dir Gr
JTEKT India Ltd,Consumer Cyclical,190664700.0,183833000,1.43,1158000,158000.0,15.8,/mutual-fund/holding-history/1739569/1266/,Baroda BNP Paribas Small Cap Dir Gr
Central Depository Services (India) Ltd,Financial Services,177020000.0,182440000,1.42,100000,,,/mutual-fund/holding-history/1739569/53219/,Baroda BNP Paribas Small Cap Dir Gr
Protean eGov Technologies Ltd,Technology,189592500.0,179993000,1.4,150000,50000.0,50,/mutual-fund/holding-history/1739569/1776577/,Baroda BNP Paribas Small Cap Dir Gr
Can Fin Homes Ltd,Financial Services,173362500.0,174971000,1.37,225000,,,/mutual-fund/holding-history/1739569/234/,Baroda BNP Paribas Small Cap Dir Gr
Balrampur Chini Mills Ltd,Consumer Defensive,155100000.0,164180000,1.28,400000,,,/mutual-fund/holding-history/1739569/157/,Baroda BNP Paribas Small Cap Dir Gr
J.B. Chemicals & Pharmaceuticals Ltd,Healthcare,167006750.0,160028000,1.25,98500,18500.0,23.12,/mutual-fund/holding-history/1739569/665/,Baroda BNP Paribas Small Cap Dir Gr
CSB Bank Ltd Ordinary Shares,Financial Services,140325000.0,156994000,1.23,375000,25000.0,7.14,/mutual-fund/holding-history/1739569/174482/,Baroda BNP Paribas Small Cap Dir Gr
Five-Star Business Finance Ltd,Financial Services,157468500.0,154329000,1.2,210000,,,/mutual-fund/holding-history/1739569/1114733/,Baroda BNP Paribas Small Cap Dir Gr
JK Lakshmi Cement Ltd,Basic Materials,158253000.0,152898000,1.19,170000,15000.0,9.68,/mutual-fund/holding-history/1739569/685/,Baroda BNP Paribas Small Cap Dir Gr
Jyothy Labs Ltd,Consumer Defensive,172725600.0,151332000,1.18,316000,41000.0,14.91,/mutual-fund/holding-history/1739569/706/,Baroda BNP Paribas Small Cap Dir Gr
KEI Industries Ltd,Industrials,143235000.0,146225000,1.14,45000,,,/mutual-fund/holding-history/1739569/729/,Baroda BNP Paribas Small Cap Dir Gr
Punjab National Bank,Financial Services,156750000.0,143625000,1.12,1500000,1500000.0,New,/mutual-fund/holding-history/1739569/1048/,Baroda BNP Paribas Small Cap Dir Gr
Aarti Industries Ltd,Basic Materials,139502000.0,142912000,1.12,220000,220000.0,New,/mutual-fund/holding-history/1739569/14/,Baroda BNP Paribas Small Cap Dir Gr
Radico Khaitan Ltd,Consumer Defensive,140517750.0,140951000,1.1,85000,,,/mutual-fund/holding-history/1739569/1090/,Baroda BNP Paribas Small Cap Dir Gr
ICRA Ltd,Financial Services,132634800.0,137274000,1.07,24000,2000.0,9.09,/mutual-fund/holding-history/1739569/586/,Baroda BNP Paribas Small Cap Dir Gr
Elgi Equipments Ltd,Industrials,145137500.0,136138000,1.06,250000,20000.0,8.7,/mutual-fund/holding-history/1739569/371/,Baroda BNP Paribas Small Cap Dir Gr
Bharat Petroleum Corp Ltd,Energy,142320000.0,135195000,1.06,300000,300000.0,New,/mutual-fund/holding-history/1739569/215/,Baroda BNP Paribas Small Cap Dir Gr
Brigade Enterprises Ltd,Real Estate,146242500.0,134513000,1.05,150000,6618.0,4.62,/mutual-fund/holding-history/1739569/219/,Baroda BNP Paribas Small Cap Dir Gr
Nippon Life India Asset Management Ltd Ordinary Shares,Financial Services,154950000.0,134355000,1.05,300000,,,/mutual-fund/holding-history/1739569/64356/,Baroda BNP Paribas Small Cap Dir Gr
BSE Ltd,Financial Services,127317000.0,133272000,1.04,60000,,,/mutual-fund/holding-history/1739569/52884/,Baroda BNP Paribas Small Cap Dir Gr
NMDC Ltd,Basic Materials,136804500.0,132804000,1.04,630000,630000.0,New,/mutual-fund/holding-history/1739569/949/,Baroda BNP Paribas Small Cap Dir Gr
V-Guard Industries Ltd,Industrials,132007500.0,131558000,1.03,450000,50000.0,12.5,/mutual-fund/holding-history/1739569/1476/,Baroda BNP Paribas Small Cap Dir Gr
India Shelter Finance Corporation Ltd,Financial Services,132468500.0,130790000,1.02,230000,230000.0,New,/mutual-fund/holding-history/1739569/1826519/,Baroda BNP Paribas Small Cap Dir Gr
Navin Fluorine International Ltd,Basic Materials,110370150.0,127156000,0.99,33000,33000.0,New,/mutual-fund/holding-history/1739569/914/,Baroda BNP Paribas Small Cap Dir Gr
Aditya Birla Sun Life AMC Ltd,Financial Services,126117000.0,126725000,0.99,270000,,,/mutual-fund/holding-history/1739569/674158/,Baroda BNP Paribas Small Cap Dir Gr
Mrs Bectors Food Specialities Ltd Ordinary Shares,Consumer Defensive,130141000.0,122980000,0.96,110000,10000.0,10,/mutual-fund/holding-history/1739569/369403/,Baroda BNP Paribas Small Cap Dir Gr
Century Textiles & Industries Ltd,Basic Materials,134530000.0,122255000,0.95,100000,25000.0,33.33,/mutual-fund/holding-history/1739569/253/,Baroda BNP Paribas Small Cap Dir Gr
Tata Technologies Ltd,Technology,114455000.0,118015000,0.92,100000,16718.0,20.07,/mutual-fund/holding-history/1739569/1792699/,Baroda BNP Paribas Small Cap Dir Gr
CIE Automotive India Ltd,Consumer Cyclical,121350000.0,117675000,0.92,250000,,,/mutual-fund/holding-history/1739569/816/,Baroda BNP Paribas Small Cap Dir Gr
Thomas Cook India Ltd,Consumer Cyclical,103950000.0,81510000,0.64,600000,600000.0,New,/mutual-fund/holding-history/1739569/1389/,Baroda BNP Paribas Small Cap Dir Gr
Eureka Forbes Ltd,Technology,15717854.25,16838000,0.13,33045,,,/mutual-fund/holding-history/1739569/850674/,Baroda BNP Paribas Small Cap Dir Gr
360 One Wam Ltd Ordinary Shares,Financial Services,446181600.0,502574000,3.42,708000,,,/mutual-fund/holding-history/581901/166089/,PGIM India Small Cap Dir Gr
Rainbow Childrens Medicare Ltd,Healthcare,506955954.0,496979000,3.38,416562,,,/mutual-fund/holding-history/581901/877862/,PGIM India Small Cap Dir Gr
Global Health Ltd,Healthcare,506756560.0,438876000,2.98,457568,-32704.0,-6.67,/mutual-fund/holding-history/581901/1108489/,PGIM India Small Cap Dir Gr
Multi Commodity Exchange of India Ltd,Financial Services,441583820.1,438671000,2.98,137091,-8458.0,-5.81,/mutual-fund/holding-history/581901/853/,PGIM India Small Cap Dir Gr
Triveni Turbine Ltd,Industrials,385800000.0,424150000,2.88,1000000,,,/mutual-fund/holding-history/581901/1418/,PGIM India Small Cap Dir Gr
Central Depository Services (India) Ltd,Financial Services,409463191.8,422000000,2.87,231309,-17701.0,-7.11,/mutual-fund/holding-history/581901/53219/,PGIM India Small Cap Dir Gr
Sanofi India Ltd,Healthcare,435938025.6,421707000,2.87,52272,,,/mutual-fund/holding-history/581901/1182/,PGIM India Small Cap Dir Gr
CE Info Systems Ltd,Technology,409023764.1,393868000,2.68,202482,,,/mutual-fund/holding-history/581901/750563/,PGIM India Small Cap Dir Gr
Blue Star Ltd,Industrials,436385351.6,389718000,2.65,411529,,,/mutual-fund/holding-history/581901/209/,PGIM India Small Cap Dir Gr
Blue Dart Express Ltd,Industrials,346992096.6,385999000,2.62,52428,,,/mutual-fund/holding-history/581901/208/,PGIM India Small Cap Dir Gr
KEI Industries Ltd,Industrials,374002500.0,381810000,2.59,117500,,,/mutual-fund/holding-history/581901/729/,PGIM India Small Cap Dir Gr
Equitas Small Finance Bank Ltd Ordinary Shares,Financial Services,379351215.5,376496000,2.56,3568685,,,/mutual-fund/holding-history/581901/325199/,PGIM India Small Cap Dir Gr
CSB Bank Ltd Ordinary Shares,Financial Services,323442763.6,361863000,2.46,864358,,,/mutual-fund/holding-history/581901/174482/,PGIM India Small Cap Dir Gr
Ratnamani Metals & Tubes Ltd,Basic Materials,335580570.0,354150000,2.41,105300,,,/mutual-fund/holding-history/581901/1114/,PGIM India Small Cap Dir Gr
IndiaMART InterMESH Ltd,Communication Services,317911058.4,353308000,2.4,129802,,,/mutual-fund/holding-history/581901/149049/,PGIM India Small Cap Dir Gr
Happiest Minds Technologies Ltd Ordinary Shares,Technology,328854858.45,340050000,2.31,379499,,,/mutual-fund/holding-history/581901/288827/,PGIM India Small Cap Dir Gr
Sapphire Foods India Ltd,Consumer Cyclical,338877774.9,337986000,2.3,237834,135067.0,131.43,/mutual-fund/holding-history/581901/716755/,PGIM India Small Cap Dir Gr
AAVAS Financiers Ltd,Financial Services,329505869.25,334749000,2.28,218469,,,/mutual-fund/holding-history/581901/106807/,PGIM India Small Cap Dir Gr
Dixon Technologies (India) Ltd,Technology,280132274.7,312879000,2.13,47646,,,/mutual-fund/holding-history/581901/60393/,PGIM India Small Cap Dir Gr
Krishna Institute of Medical Sciences Ltd,Healthcare,323294679.25,308480000,2.1,155861,40018.0,34.55,/mutual-fund/holding-history/581901/555690/,PGIM India Small Cap Dir Gr
J.B. Chemicals & Pharmaceuticals Ltd,Healthcare,320096836.0,306721000,2.08,188792,,,/mutual-fund/holding-history/581901/665/,PGIM India Small Cap Dir Gr
Go Fashion (India) Ltd,Consumer Cyclical,271758175.0,304789000,2.07,243500,,,/mutual-fund/holding-history/581901/728986/,PGIM India Small Cap Dir Gr
Landmark Cars Ltd,Consumer Cyclical,292706671.2,297485000,2.02,356568,121618.0,51.76,/mutual-fund/holding-history/581901/1241144/,PGIM India Small Cap Dir Gr
Bikaji Foods International Ltd,Consumer Defensive,311229120.0,296205000,2.01,542400,195800.0,56.49,/mutual-fund/holding-history/581901/1110875/,PGIM India Small Cap Dir Gr
TeamLease Services Ltd,Industrials,279260087.4,294617000,2.0,92124,,,/mutual-fund/holding-history/581901/1955/,PGIM India Small Cap Dir Gr
Poonawalla Fincorp Ltd,Financial Services,322179510.3,293752000,2.0,674439,,,/mutual-fund/holding-history/581901/813/,PGIM India Small Cap Dir Gr
Eureka Forbes Ltd,Technology,250786462.5,268660000,1.83,527250,,,/mutual-fund/holding-history/581901/850674/,PGIM India Small Cap Dir Gr
Aptus Value Housing Finance India Ltd,Financial Services,308426097.2,266971000,1.81,834938,,,/mutual-fund/holding-history/581901/623876/,PGIM India Small Cap Dir Gr
